dataset,subgroup_kind,subgroup_value,group_id,panel_label,analysis_structure,horizon_year,interpretation_tier,interpretation_note,support_tier_standard,support_display_group,support_display_label,site,site_eligible_n,total_eligible_n,eligible_site_fraction,eligible_site_count,dominant_site,dominant_site_n,dominant_site_fraction,site_dominance_status,site_dominance_note
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,PNU,47,238,0.19747899159663865,2,SNU,191,0.8025210084033614,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,PNU,21,163,0.12883435582822086,2,SNU,142,0.8711656441717791,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,SNU,142,163,0.8711656441717791,2,SNU,142,0.8711656441717791,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,PNU,4,146,0.0273972602739726,2,SNU,142,0.9726027397260274,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,SNU,142,146,0.9726027397260274,2,SNU,142,0.9726027397260274,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,4,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,PNU,0,142,0,1,SNU,142,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,4,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,SNU,142,142,1,1,SNU,142,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,5,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,PNU,0,140,0,1,SNU,140,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,5,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,SNU,140,140,1,1,SNU,140,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,6,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,127,0,1,SNU,127,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,6,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,127,127,1,1,SNU,127,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,7,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,119,0,1,SNU,119,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,7,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,119,119,1,1,SNU,119,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,8,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,116,0,1,SNU,116,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,8,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,116,116,1,1,SNU,116,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,9,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,107,0,1,SNU,107,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,9,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,107,107,1,1,SNU,107,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,10,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,PNU,0,98,0,1,SNU,98,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
merged,sex,Male,merged__sex__Male,merged | Sex = Male,site_free,10,projection,Projection zone; later stages must report late-horizon instability explicitly.,projection,projection,Projection,SNU,98,98,1,1,SNU,98,1,single_site_only,Eligible subjects come from only one site at this merged horizon.
