stage,validation_level,optimism_correction_method,dataset,model_class,model_family,model_id,strategy_family,formula_id,formula_name,formula_label,site_branch,interaction_branch,anchor_horizon_year,tail_extrapolation_capable_flag,extrapolation_role,horizon_id,horizon_year,horizon_label,interpretation_tier,primary_supported_flag,interpretation_note,calibration_target,mean_calibration_reference,mean_predicted_risk,mean_calibration_difference,calibration_intercept_offset,calibration_intercept_free,calibration_slope,calibration_known_n,calibration_case_weight,calibration_nonevent_weight,binary_outcome_support_flag,calibration_minimum_n_flag,calibration_support_flag,calibration_fit_success_flag,calibration_offset_converged_flag,calibration_slope_converged_flag,calibration_offset_boundary_flag,calibration_slope_boundary_flag,calibration_regression_suppressed_flag,observed_case_support_flag,observed_nonevent_support_flag,observed_horizon_information_flag,partial_binary_outcome_support_flag,beyond_last_event_flag,beyond_last_followup_flag,descriptive_projection_flag,horizon_data_status,descriptive_value_status,calibration_failure_reason,calibration_offset_message,calibration_slope_message
Stage 5,apparent,none,PNU,non_cure,loglogistic,PNU__interaction__loglogistic,loglogistic,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_10,10,Year 10,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.6062394742599269,-0.30742055734462526,NA,NA,NA,12,16.136221513426296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,event_only_partial_support,projection_beyond_last_followup,binary_outcome_not_supported; projection_beyond_last_followup; offset_model_not_converged; slope_model_not_converged,NA,NA
Stage 5,apparent,none,PNU,non_cure,lognormal,PNU__interaction__lognormal,lognormal,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_1,1,Year 1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.22534627764268642,-0.0554880189173462,-0.31996102686971223,-0.08549573900438423,1.2037249944133788,36,9.172345971168374,44.82765402883167,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,PNU,non_cure,lognormal,PNU__interaction__lognormal,lognormal,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_2,2,Year 2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.3150696066870396,-0.01625068977173799,-0.11486404684761323,-0.21946637227419782,0.8560007993981248,13,16.136221513426296,37.863778486573715,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,PNU,non_cure,lognormal,PNU__interaction__lognormal,lognormal,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_3,3,Year 3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.37367239746387837,-0.07485348054857677,NA,NA,NA,12,16.136221513426296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,event_only_partial_support,projection_beyond_last_followup,binary_outcome_not_supported; projection_beyond_last_followup; offset_model_not_converged; slope_model_not_converged,NA,NA
Stage 5,apparent,none,PNU,non_cure,lognormal,PNU__interaction__lognormal,lognormal,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_4,4,Year 4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.4171787569994416,-0.11835984008414002,NA,NA,NA,12,16.136221513426296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,event_only_partial_support,projection_beyond_last_followup,binary_outcome_not_supported; projection_beyond_last_followup; offset_model_not_converged; slope_model_not_converged,NA,NA
Stage 5,apparent,none,PNU,non_cure,lognormal,PNU__interaction__lognormal,lognormal,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_5,5,Year 5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.4516555946433318,-0.15283667772803022,NA,NA,NA,12,16.136221513426296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,event_only_partial_support,projection_beyond_last_followup,binary_outcome_not_supported; projection_beyond_last_followup; offset_model_not_converged; slope_model_not_converged,NA,NA
Stage 5,apparent,none,PNU,non_cure,lognormal,PNU__interaction__lognormal,lognormal,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_6,6,Year 6,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.48010271670957094,-0.18128379979426934,NA,NA,NA,12,16.136221513426296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,event_only_partial_support,projection_beyond_last_followup,binary_outcome_not_supported; projection_beyond_last_followup; offset_model_not_converged; slope_model_not_converged,NA,NA
Stage 5,apparent,none,PNU,non_cure,lognormal,PNU__interaction__lognormal,lognormal,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_7,7,Year 7,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.5042341477655818,-0.20541523085028024,NA,NA,NA,12,16.136221513426296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,event_only_partial_support,projection_beyond_last_followup,binary_outcome_not_supported; projection_beyond_last_followup; offset_model_not_converged; slope_model_not_converged,NA,NA
Stage 5,apparent,none,PNU,non_cure,lognormal,PNU__interaction__lognormal,lognormal,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_8,8,Year 8,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.5251244913379445,-0.22630557442264287,NA,NA,NA,12,16.136221513426296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,event_only_partial_support,projection_beyond_last_followup,binary_outcome_not_supported; projection_beyond_last_followup; offset_model_not_converged; slope_model_not_converged,NA,NA
Stage 5,apparent,none,PNU,non_cure,lognormal,PNU__interaction__lognormal,lognormal,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_9,9,Year 9,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.5434928815231421,-0.24467396460784052,NA,NA,NA,12,16.136221513426296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,event_only_partial_support,projection_beyond_last_followup,binary_outcome_not_supported; projection_beyond_last_followup; offset_model_not_converged; slope_model_not_converged,NA,NA
Stage 5,apparent,none,PNU,non_cure,lognormal,PNU__interaction__lognormal,lognormal,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_10,10,Year 10,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.5598445332092844,-0.2610256162939828,NA,NA,NA,12,16.136221513426296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,event_only_partial_support,projection_beyond_last_followup,binary_outcome_not_supported; projection_beyond_last_followup; offset_model_not_converged; slope_model_not_converged,NA,NA
Stage 5,apparent,none,PNU,non_cure,weibull,PNU__interaction__weibull,weibull,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_1,1,Year 1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.22353776101689263,-0.05367950229155241,-0.25168366034755035,-0.08737042759331679,1.136951716199685,36,9.172345971168374,44.82765402883167,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,PNU,non_cure,weibull,PNU__interaction__weibull,weibull,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_2,2,Year 2,sensitivity,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.33664891486863946,-0.03782999795333786,-0.3002298341697953,-0.7440411061444896,0.19036411881631857,13,16.136221513426296,37.863778486573715,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,PNU,non_cure,weibull,PNU__interaction__weibull,weibull,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_3,3,Year 3,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.4184484710223387,-0.11962955410703707,NA,NA,NA,12,16.136221513426296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,event_only_partial_support,projection_beyond_last_followup,binary_outcome_not_supported; projection_beyond_last_followup; offset_model_not_converged; slope_model_not_converged,NA,NA
Stage 5,apparent,none,PNU,non_cure,weibull,PNU__interaction__weibull,weibull,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_4,4,Year 4,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.48222459926402717,-0.18340568234872556,NA,NA,NA,12,16.136221513426296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,event_only_partial_support,projection_beyond_last_followup,binary_outcome_not_supported; projection_beyond_last_followup; offset_model_not_converged; slope_model_not_converged,NA,NA
Stage 5,apparent,none,PNU,non_cure,weibull,PNU__interaction__weibull,weibull,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_5,5,Year 5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.5339364333780412,-0.2351175164627396,NA,NA,NA,12,16.136221513426296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,event_only_partial_support,projection_beyond_last_followup,binary_outcome_not_supported; projection_beyond_last_followup; offset_model_not_converged; slope_model_not_converged,NA,NA
Stage 5,apparent,none,PNU,non_cure,weibull,PNU__interaction__weibull,weibull,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_6,6,Year 6,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.5769339506077034,-0.27811503369240176,NA,NA,NA,12,16.136221513426296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,event_only_partial_support,projection_beyond_last_followup,binary_outcome_not_supported; projection_beyond_last_followup; offset_model_not_converged; slope_model_not_converged,NA,NA
Stage 5,apparent,none,PNU,non_cure,weibull,PNU__interaction__weibull,weibull,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_7,7,Year 7,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.6133342860410634,-0.31451536912576183,NA,NA,NA,12,16.136221513426296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,event_only_partial_support,projection_beyond_last_followup,binary_outcome_not_supported; projection_beyond_last_followup; offset_model_not_converged; slope_model_not_converged,NA,NA
Stage 5,apparent,none,PNU,non_cure,weibull,PNU__interaction__weibull,weibull,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_8,8,Year 8,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.6445764081017301,-0.3457574911864285,NA,NA,NA,12,16.136221513426296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,event_only_partial_support,projection_beyond_last_followup,binary_outcome_not_supported; projection_beyond_last_followup; offset_model_not_converged; slope_model_not_converged,NA,NA
Stage 5,apparent,none,PNU,non_cure,weibull,PNU__interaction__weibull,weibull,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_9,9,Year 9,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.671688380006266,-0.37286946309096436,NA,NA,NA,12,16.136221513426296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,event_only_partial_support,projection_beyond_last_followup,binary_outcome_not_supported; projection_beyond_last_followup; offset_model_not_converged; slope_model_not_converged,NA,NA
Stage 5,apparent,none,PNU,non_cure,weibull,PNU__interaction__weibull,weibull,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,1,1,parametric_tail_extrapolator,year_10,10,Year 10,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.6954319775665468,-0.39661306065124524,NA,NA,NA,12,16.136221513426296,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,event_only_partial_support,projection_beyond_last_followup,binary_outcome_not_supported; projection_beyond_last_followup; offset_model_not_converged; slope_model_not_converged,NA,NA
Stage 5,apparent,none,SNU,non_cure,coxph,SNU__base__coxph,coxph,SNU__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_1,1,Year 1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.07258987692403689,1.6414769496116144e-4,0.004885875141463318,-2.258722779591474,0.11221097750658122,177,15.13261048377649,192.86158803929874,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,coxph,SNU__base__coxph,coxph,SNU__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_2,2,Year 2,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.12135639022957832,1.7271805855635647e-4,0.003960915422949721,7.2607105087820685,4.683858944722042,156,25.27722423401656,182.7093446781843,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,coxph,SNU__base__coxph,coxph,SNU__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_3,3,Year 3,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.1688788272620672,9.190514338713873e-5,0.0025512029789559487,3.3933124808872552,3.134473482354708,146,35.14440154714632,172.84216736505414,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,coxph,SNU__base__coxph,coxph,SNU__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_4,4,Year 4,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.18334054637197952,8.948647696957468e-5,0.0032333530186597795,2.2618628059351713,2.5147148402575557,131,38.15161492783529,169.82221878193658,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,coxph,SNU__base__coxph,coxph,SNU__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_5,5,Year 5,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.21074996652041067,6.0124398691852043e-5,0.004243019528908774,-0.887960896940853,0.3245412663223877,98,43.84558790843426,163.68146611728733,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,coxph,SNU__base__coxph,coxph,SNU__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_6,6,Year 6,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.24678435266407686,4.244342713353999e-4,0.013515045077769943,-0.6752320165365341,0.3872336793309633,66,51.39483791803662,156.1322161076853,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,coxph,SNU__base__coxph,coxph,SNU__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_7,7,Year 7,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.24678435266407686,4.244342713353999e-4,0.00986442373457811,-1.385329042417455,-0.24404062216476025,58,51.39483791803662,156.1322161076852,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,coxph,SNU__base__coxph,coxph,SNU__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_8,8,Year 8,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.32551308913572213,9.368781222784395e-4,0.03518083654588958,2.7479898655814856,4.599370076310326,50,67.82980803463508,139.69724599108673,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,coxph,SNU__base__coxph,coxph,SNU__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_9,9,Year 9,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.32551308913572213,9.368781222784395e-4,NA,NA,NA,41,67.82980803463508,139.69724599108676,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,slope_boundary,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,coxph,SNU__base__coxph,coxph,SNU__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_10,10,Year 10,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.32551308913572213,9.368781222784395e-4,NA,NA,NA,39,67.82980803463508,139.69724599108676,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,slope_boundary,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,exponential,SNU__base__exponential,exponential,SNU__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_1,1,Year 1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.050565107553482674,0.022188917065515373,0.3901894434030753,-2.654299547138234,-0.03715832844647701,177,15.13261048377649,192.86158803929874,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,exponential,SNU__base__exponential,exponential,SNU__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_2,2,Year 2,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.0985570663179486,0.022972041970186083,0.23796621456497985,8.244231138887736,4.634006682648295,156,25.27722423401656,182.7093446781843,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,exponential,SNU__base__exponential,exponential,SNU__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_3,3,Year 3,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.1441077257984536,0.02486300660700075,0.1913944740775209,3.8132909180480152,3.037994451314844,146,35.14440154714632,172.84216736505414,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,exponential,SNU__base__exponential,exponential,SNU__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_4,4,Year 4,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.18734212875524708,-0.003912095906297985,-0.02225703364431877,2.136823440102139,2.473610088231025,131,38.15161492783529,169.82221878193658,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,exponential,SNU__base__exponential,exponential,SNU__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_5,5,Year 5,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.2283788654465975,-0.017568774527494974,-0.0984401000841109,-0.7752654826429994,0.4442559974933303,98,43.84558790843426,163.68146611728733,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,exponential,SNU__base__exponential,exponential,SNU__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_6,6,Year 6,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.2673304092758242,-0.020121622340411927,-0.09514636905008003,-0.7926483531833302,0.31308322747699957,66,51.39483791803662,156.1322161076853,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,exponential,SNU__base__exponential,exponential,SNU__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_7,7,Year 7,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.3043034348277273,-0.057094647892315054,-0.2817449719242256,-1.4910672354681995,-0.4562313490421344,58,51.39483791803662,156.1322161076852,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,exponential,SNU__base__exponential,exponential,SNU__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_8,8,Year 8,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.3393991192269052,-0.012949151968904615,-0.02875281868626169,1.834489654787096,3.6988559166272625,50,67.82980803463508,139.69724599108673,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,exponential,SNU__base__exponential,exponential,SNU__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_9,9,Year 9,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.37271342770059224,-0.046263460442591664,NA,NA,NA,41,67.82980803463508,139.69724599108676,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,slope_boundary,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
