dataset,comparison_scope,comparison_family,comparison_id,prediction_level,model_class,model_family,formula_id,formula_name,formula_label,site_branch,interaction_branch,benchmark_core_id,benchmark_label,assignment_variable,variant_id,variant_label,sensitivity_method,analysis_variant,evaluation_mode,risk_estimator,horizon_id,horizon_year,horizon_days,interpretation_tier,primary_supported_flag,interpretation_note,horizon_support_label,supported_for_reporting,projection_flag,reporting_status,remission_component_available,eventfree_component_available,component_mode,component_note,threshold_id,threshold,threshold_label,positive_rule,n_subjects,n_event_by_horizon,n_remission_by_horizon,n_known_nonevent_by_horizon,n_evaluable_by_horizon,n_unknown_due_to_early_followup_loss,n_predicted_positive,n_predicted_negative,n_predicted_positive_evaluable,n_predicted_negative_evaluable,tp_count,fp_count,tn_count,fn_count,mean_predicted_transition_risk,min_predicted_transition_risk,max_predicted_transition_risk,mean_predicted_remission_risk,mean_predicted_eventfree_prob,mean_risk_difference_from_main_signed,mean_risk_difference_from_main_absolute,positive_classification_rate,positive_classification_rate_evaluable,false_positive_rate,false_positive_burden,false_positive_burden_known_nonevent,false_positive_per_100,specificity,ppv,tpr,event_prevalence_all,event_prevalence_evaluable,remission_prevalence_all,net_benefit,net_benefit_evaluable,standardized_net_benefit,evaluation_rule
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CauseSpecificCox,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cause_specific,Cause-specific sensitivity: Base,cause_specific_cox,remission_sensitive,remission_sensitive,CauseSpecificCox,year_7,7,2556.75,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,47,7,22,3,11,11,2,1,0.2825677929434664,0.1935860720885551,0.4100502317395196,0.5970893727655466,0.12034283429098701,-0.02547617366891554,0.02547617366891554,0.8703703703703703,0.88,0.8461538461538461,0.2037037037037037,0.8461538461538461,20.37037037037037,0.15384615384615385,0.5,0.9166666666666666,0.2222222222222222,0.48,0.24074074074074073,0.15277777777777776,0.33,0.6875,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,cause_specific_cox,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_8,8,2922,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CauseSpecificCox,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cause_specific,Cause-specific sensitivity: Base,cause_specific_cox,remission_sensitive,remission_sensitive,CauseSpecificCox,year_8,8,2922,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.2825677929434664,0.1935860720885551,0.4100502317395196,0.5970893727655466,0.12034283429098701,-0.02547617366891554,0.02547617366891554,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.20955165692007796,0.4526315789473684,0.9429824561403509,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,cause_specific_cox,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_8,8,2922,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CauseSpecificCox,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cause_specific,Cause-specific sensitivity: Base,cause_specific_cox,remission_sensitive,remission_sensitive,CauseSpecificCox,year_8,8,2922,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.2825677929434664,0.1935860720885551,0.4100502317395196,0.5970893727655466,0.12034283429098701,-0.02547617366891554,0.02547617366891554,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.19547325102880658,0.4222222222222222,0.8796296296296297,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,cause_specific_cox,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_8,8,2922,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CauseSpecificCox,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cause_specific,Cause-specific sensitivity: Base,cause_specific_cox,remission_sensitive,remission_sensitive,CauseSpecificCox,year_8,8,2922,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.2825677929434664,0.1935860720885551,0.4100502317395196,0.5970893727655466,0.12034283429098701,-0.02547617366891554,0.02547617366891554,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.17973856209150324,0.388235294117647,0.8088235294117646,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,cause_specific_cox,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_8,8,2922,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CauseSpecificCox,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cause_specific,Cause-specific sensitivity: Base,cause_specific_cox,remission_sensitive,remission_sensitive,CauseSpecificCox,year_8,8,2922,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,47,7,22,3,11,11,2,1,0.2825677929434664,0.1935860720885551,0.4100502317395196,0.5970893727655466,0.12034283429098701,-0.02547617366891554,0.02547617366891554,0.8703703703703703,0.88,0.8461538461538461,0.2037037037037037,0.8461538461538461,20.37037037037037,0.15384615384615385,0.5,0.9166666666666666,0.2222222222222222,0.48,0.24074074074074073,0.15277777777777776,0.33,0.6875,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,cause_specific_cox,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_9,9,3287.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CauseSpecificCox,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cause_specific,Cause-specific sensitivity: Base,cause_specific_cox,remission_sensitive,remission_sensitive,CauseSpecificCox,year_9,9,3287.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.2825677929434664,0.1935860720885551,0.4100502317395196,0.5970893727655466,0.12034283429098701,-0.02547617366891554,0.02547617366891554,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.20955165692007796,0.4526315789473684,0.9429824561403509,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,cause_specific_cox,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_9,9,3287.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CauseSpecificCox,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cause_specific,Cause-specific sensitivity: Base,cause_specific_cox,remission_sensitive,remission_sensitive,CauseSpecificCox,year_9,9,3287.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.2825677929434664,0.1935860720885551,0.4100502317395196,0.5970893727655466,0.12034283429098701,-0.02547617366891554,0.02547617366891554,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.19547325102880658,0.4222222222222222,0.8796296296296297,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,cause_specific_cox,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_9,9,3287.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CauseSpecificCox,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cause_specific,Cause-specific sensitivity: Base,cause_specific_cox,remission_sensitive,remission_sensitive,CauseSpecificCox,year_9,9,3287.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.2825677929434664,0.1935860720885551,0.4100502317395196,0.5970893727655466,0.12034283429098701,-0.02547617366891554,0.02547617366891554,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.17973856209150324,0.388235294117647,0.8088235294117646,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,cause_specific_cox,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_9,9,3287.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CauseSpecificCox,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cause_specific,Cause-specific sensitivity: Base,cause_specific_cox,remission_sensitive,remission_sensitive,CauseSpecificCox,year_9,9,3287.25,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,47,7,22,3,11,11,2,1,0.2825677929434664,0.1935860720885551,0.4100502317395196,0.5970893727655466,0.12034283429098701,-0.02547617366891554,0.02547617366891554,0.8703703703703703,0.88,0.8461538461538461,0.2037037037037037,0.8461538461538461,20.37037037037037,0.15384615384615385,0.5,0.9166666666666666,0.2222222222222222,0.48,0.24074074074074073,0.15277777777777776,0.33,0.6875,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,cause_specific_cox,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_10,10,3652.5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CauseSpecificCox,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cause_specific,Cause-specific sensitivity: Base,cause_specific_cox,remission_sensitive,remission_sensitive,CauseSpecificCox,year_10,10,3652.5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.2825677929434664,0.1935860720885551,0.4100502317395196,0.5970893727655466,0.12034283429098701,-0.02547617366891554,0.02547617366891554,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.20955165692007796,0.4526315789473684,0.9429824561403509,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,cause_specific_cox,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_10,10,3652.5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CauseSpecificCox,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cause_specific,Cause-specific sensitivity: Base,cause_specific_cox,remission_sensitive,remission_sensitive,CauseSpecificCox,year_10,10,3652.5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.2825677929434664,0.1935860720885551,0.4100502317395196,0.5970893727655466,0.12034283429098701,-0.02547617366891554,0.02547617366891554,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.19547325102880658,0.4222222222222222,0.8796296296296297,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,cause_specific_cox,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_10,10,3652.5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CauseSpecificCox,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cause_specific,Cause-specific sensitivity: Base,cause_specific_cox,remission_sensitive,remission_sensitive,CauseSpecificCox,year_10,10,3652.5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,54,0,25,0,12,13,0,0,0.2825677929434664,0.1935860720885551,0.4100502317395196,0.5970893727655466,0.12034283429098701,-0.02547617366891554,0.02547617366891554,1,1,1,0.24074074074074073,1,24.074074074074073,0,0.48,1,0.2222222222222222,0.48,0.24074074074074073,0.17973856209150324,0.388235294117647,0.8088235294117646,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CoxPH,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cox_main_mirror,Main censoring mirror: Base,cause_specific_cox,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_10,10,3652.5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,54,12,13,0,12,42,54,0,12,0,12,0,0,0,0.3080439666123819,0.20025544705844334,0.5233248350380904,0,0.691956033387618,0,0,1,1,NA,0,NA,0,NA,1,1,0.2222222222222222,1,0.24074074074074073,0.2222222222222222,1,1,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,cause_specific_formula,cause_specific,PNU__base,individualized,Stage9_cause_specific,CauseSpecificCox,PNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,PNU__base__cause_specific,Cause-specific sensitivity: Base,cause_specific_cox,remission_sensitive,remission_sensitive,CauseSpecificCox,year_10,10,3652.5,projection,FALSE,Interpret cautiously; later stages must add empirical follow-up maturity and instability flags.,projection,FALSE,TRUE,projection_only,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,54,12,13,13,25,29,47,7,22,3,11,11,2,1,0.2825677929434664,0.1935860720885551,0.4100502317395196,0.5970893727655466,0.12034283429098701,-0.02547617366891554,0.02547617366891554,0.8703703703703703,0.88,0.8461538461538461,0.2037037037037037,0.8461538461538461,20.37037037037037,0.15384615384615385,0.5,0.9166666666666666,0.2222222222222222,0.48,0.24074074074074073,0.15277777777777776,0.33,0.6875,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
PNU,cause_specific_formula,cause_specific,PNU__interaction,individualized,Stage9_cause_specific,CoxPH,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,PNU__interaction__cox_main_mirror,Main censoring mirror: Interaction,cause_specific_cox,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_1,1,365.25,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,primary_supported,TRUE,FALSE,supported,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,54,8,3,28,36,18,54,0,36,0,8,28,0,0,0.18289457455792546,0.06326262281638328,0.3038394403958542,0,0.8171054254420745,0,0,1,1,1,0.5185185185185185,1,51.85185185185185,0,0.2222222222222222,1,0.14814814814814814,0.2222222222222222,0.05555555555555555,0.12085769980506822,0.18128654970760233,0.8157894736842105,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
PNU,cause_specific_formula,cause_specific,PNU__interaction,individualized,Stage9_cause_specific,CauseSpecificCox,PNU__interaction,interaction,Interaction,site_free,age_sex_interaction,NA,NA,individualized_prediction,PNU__interaction__cause_specific,Cause-specific sensitivity: Interaction,cause_specific_cox,remission_sensitive,remission_sensitive,CauseSpecificCox,year_1,1,365.25,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,primary_supported,TRUE,FALSE,supported,TRUE,TRUE,full_cause_specific_decomposition,transition_remission_eventfree_decomposition_available,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,54,8,3,31,39,15,54,0,39,0,8,31,0,0,0.17922924978686058,0.06282812650390247,0.2968462954844751,0.07954157299734026,0.7412291772157992,-0.0036653247710648523,0.0036653247710648523,1,1,1,0.5740740740740741,1,57.407407407407405,0,0.20512820512820512,1,0.14814814814814814,0.20512820512820512,0.05555555555555555,0.11793372319688109,0.1632928475033738,0.7960526315789473,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
