dataset,subgroup_kind,subgroup_value,group_id,panel_label,analysis_structure,summary_view,horizon_year,interpretation_tier,interpretation_note,support_tier_standard,support_tier,support_display_group,support_display_label,horizon_evidence_class,claim_restriction_flag,n_total,eligible_n,eligibility_fraction,risk_set_n,risk_set_fraction,cumulative_transition_n,cumulative_remission_n,cumulative_right_censoring_n,cumulative_censoring_n,cumulative_eventlike_n,observed_person_time_year,percentage_method,CCI,SPT,cumulative_transition_prop,cumulative_remission_prop,cumulative_right_censoring_prop,cumulative_censoring_prop,cumulative_eventlike_prop,instability_marker,total_eligible_n,eligible_site_count,dominant_site,dominant_site_n,dominant_site_fraction,site_dominance_status,site_dominance_note,site_dominance_warning_flag,site_dominance_warning_note,completeness_plot_status,completeness_plot_note,completeness_plot_alpha,completeness_plot_masked,percentage_method_plot,CCI_plot,SPT_plot,preferred_for_reporting,reporting_priority,reporting_preference_note
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,transition_only,1,primary-supported,Primary supported horizon with comparatively direct follow-up support.,primary_supported,primary_supported,primary_supported,Primary supported,directly_observed_data_supported,primary_claim_allowed,54,47,0.8703703703703703,28,0.5185185185185185,8,3,15,18,8,35.268993839835716,0.7659574468085106,0.8619749410328039,0.8798403891243243,0.14814814814814814,0.05555555555555555,0.2777777777777778,0.3333333333333333,0.14814814814814814,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.7659574468085106,0.8619749410328039,0.8798403891243243,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,5,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,208,146,0.7019230769230769,64,0.3076923076923077,34,0,110,110,34,502.9267624914442,0.636986301369863,0.7921489737195887,0.8192296512990724,0.16346153846153846,0,0.5288461538461539,0.5288461538461539,0.16346153846153846,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.636986301369863,0.7921489737195887,0.8192296512990724,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,6,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,208,133,0.6394230769230769,30,0.14423076923076922,36,0,142,142,36,492.85147159479817,0.43609022556390975,0.7170258487631271,0.7562609466856735,0.17307692307692307,0,0.6826923076923077,0.6826923076923077,0.17307692307692307,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.43609022556390975,0.7170258487631271,0.7562609466856735,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,7,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,208,119,0.5721153846153846,22,0.10576923076923077,36,0,150,150,36,459.5523613963037,0.40336134453781514,0.6552814884145821,0.7097804214088093,0.17307692307692307,0,0.7211538461538461,0.7211538461538461,0.17307692307692307,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.40336134453781514,0.6552814884145821,0.7097804214088093,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,8,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,208,106,0.5096153846153846,16,0.07692307692307693,38,0,158,158,38,433.45927446954124,0.3867924528301887,0.6132194592919666,0.6775954696318103,0.18269230769230768,0,0.7596153846153846,0.7596153846153846,0.18269230769230768,low_fraction,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,low_fraction,Displayed with caution: low remaining risk-set fraction.,0.9,FALSE,0.3867924528301887,0.6132194592919666,0.6775954696318103,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,9,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,208,85,0.40865384615384615,3,0.014423076923076924,38,0,167,167,38,353.72963723477045,0.27058823529411763,0.5639146313651929,0.6424241610858349,0.18269230769230768,0,0.8028846153846154,0.8028846153846154,0.18269230769230768,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.27058823529411763,0.5639146313651929,0.6424241610858349,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,10,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,208,64,0.3076923076923077,1,0.004807692307692308,38,0,169,169,38,269.89048596851467,0.296875,0.5412836732228554,0.6426227754962353,0.18269230769230768,0,0.8125,0.8125,0.18269230769230768,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.296875,0.5412836732228554,0.6426227754962353,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Female,SNU__sex__Female,SNU | Sex = Female,single_site,transition_only,1,primary-supported,Primary supported horizon with comparatively direct follow-up support.,primary_supported,primary_supported,primary_supported,Primary supported,directly_observed_data_supported,primary_claim_allowed,66,60,0.9090909090909091,53,0.803030303030303,4,0,9,9,4,54.85626283367556,0.9333333333333333,0.9506102551329039,0.9524982888432579,0.06060606060606061,0,0.13636363636363635,0.13636363636363635,0.06060606060606061,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.9333333333333333,0.9506102551329039,0.9524982888432579,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Female,SNU__sex__Female,SNU | Sex = Female,single_site,transition_only,2,primary-supported,Primary supported horizon with comparatively direct follow-up support.,primary_supported,primary_supported,primary_supported,Primary supported,directly_observed_data_supported,primary_claim_allowed,66,55,0.8333333333333334,43,0.6515151515151515,7,0,16,16,7,94.86789869952088,0.8909090909090909,0.9233362201052563,0.9283927571401904,0.10606060606060606,0,0.24242424242424243,0.24242424242424243,0.10606060606060606,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8909090909090909,0.9233362201052563,0.9283927571401904,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Female,SNU__sex__Female,SNU | Sex = Female,single_site,transition_only,3,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,66,53,0.803030303030303,35,0.5303030303030303,8,0,23,23,8,127.73237508555785,0.7924528301886793,0.8813081463990555,0.8918075411430957,0.12121212121212122,0,0.3484848484848485,0.3484848484848485,0.12121212121212122,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.7924528301886793,0.8813081463990555,0.8918075411430957,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Female,SNU__sex__Female,SNU | Sex = Female,single_site,transition_only,4,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,66,49,0.7424242424242424,30,0.45454545454545453,9,0,29,29,9,145.81793292265573,0.7755102040816326,0.8379352118437406,0.85610917878445,0.13636363636363635,0,0.4393939393939394,0.4393939393939394,0.13636363636363635,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.7755102040816326,0.8379352118437406,0.85610917878445,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Female,SNU__sex__Female,SNU | Sex = Female,single_site,transition_only,5,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,66,47,0.7121212121212122,19,0.2878787878787879,11,0,36,36,11,162.29363449691994,0.6170212765957447,0.7952235141815548,0.8221620283396681,0.16666666666666666,0,0.5454545454545454,0.5454545454545454,0.16666666666666666,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.6170212765957447,0.7952235141815548,0.8221620283396681,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Female,SNU__sex__Female,SNU | Sex = Female,single_site,transition_only,6,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,66,42,0.6363636363636364,12,0.18181818181818182,12,0,42,42,12,155.73442847364817,0.5238095238095238,0.7247961264016308,0.765348804363178,0.18181818181818182,0,0.6363636363636364,0.6363636363636364,0.18181818181818182,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.5238095238095238,0.7247961264016308,0.765348804363178,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Female,SNU__sex__Female,SNU | Sex = Female,single_site,transition_only,7,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,66,37,0.5606060606060606,10,0.15151515151515152,12,0,44,44,12,142.49007529089667,0.5135135135135135,0.66625488062472,0.7244125909423651,0.18181818181818182,0,0.6666666666666666,0.6666666666666666,0.18181818181818182,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.5135135135135135,0.66625488062472,0.7244125909423651,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Female,SNU__sex__Female,SNU | Sex = Female,single_site,transition_only,8,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,66,34,0.5151515151515151,8,0.12121212121212122,12,0,47,47,12,144.85147159479808,0.4411764705882353,0.6338596827526717,0.6923843459354995,0.18181818181818182,0,0.7121212121212122,0.7121212121212122,0.18181818181818182,sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,sparse,Displayed with caution: sparse risk set.,0.8,FALSE,0.4411764705882353,0.6338596827526717,0.6923843459354995,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Female,SNU__sex__Female,SNU | Sex = Female,single_site,transition_only,9,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,66,28,0.42424242424242425,1,0.015151515151515152,12,0,53,53,12,128.80561259411363,0.25,0.6150600401357031,0.6801033212737525,0.18181818181818182,0,0.803030303030303,0.803030303030303,0.18181818181818182,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.25,0.6150600401357031,0.6801033212737525,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Female,SNU__sex__Female,SNU | Sex = Female,single_site,transition_only,10,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,66,23,0.3484848484848485,0,0,12,0,54,54,12,108.13415468856948,0.2608695652173913,0.5960445795951015,0.6813677350236587,0.18181818181818182,0,0.8181818181818182,0.8181818181818182,0.18181818181818182,no_risk_set,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,masked_no_risk_set,Masked in completeness plot because the risk set is zero at this horizon.,0,TRUE,NA,NA,NA,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Male,SNU__sex__Male,SNU | Sex = Male,single_site,transition_only,1,primary-supported,Primary supported horizon with comparatively direct follow-up support.,primary_supported,primary_supported,primary_supported,Primary supported,directly_observed_data_supported,primary_claim_allowed,142,131,0.9225352112676056,110,0.7746478873239436,10,0,22,22,10,115.40451745379873,0.9007633587786259,0.9141757258654808,0.9172949616230645,0.07042253521126761,0,0.15492957746478872,0.15492957746478872,0.07042253521126761,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.9007633587786259,0.9141757258654808,0.9172949616230645,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Male,SNU__sex__Male,SNU | Sex = Male,single_site,transition_only,2,primary-supported,Primary supported horizon with comparatively direct follow-up support.,primary_supported,primary_supported,primary_supported,Primary supported,directly_observed_data_supported,primary_claim_allowed,142,120,0.8450704225352113,91,0.6408450704225352,15,0,36,36,15,199.64271047227928,0.8583333333333333,0.8822579279137579,0.8889858544375999,0.1056338028169014,0,0.2535211267605634,0.2535211267605634,0.1056338028169014,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8583333333333333,0.8822579279137579,0.8889858544375999,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Male,SNU__sex__Male,SNU | Sex = Male,single_site,transition_only,3,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,142,119,0.8380281690140845,82,0.5774647887323944,21,0,39,39,21,281.5619438740589,0.8403361344537815,0.8613774517707613,0.8730753081520084,0.14788732394366197,0,0.2746478873239437,0.2746478873239437,0.14788732394366197,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8403361344537815,0.8613774517707613,0.8730753081520084,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Male,SNU__sex__Male,SNU | Sex = Male,single_site,transition_only,4,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,142,113,0.795774647887324,73,0.5140845070422535,22,0,48,48,22,339.49349760438054,0.8053097345132744,0.8351855593722637,0.8517805115904368,0.15492957746478872,0,0.3380281690140845,0.3380281690140845,0.15492957746478872,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8053097345132744,0.8351855593722637,0.8517805115904368,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Male,SNU__sex__Male,SNU | Sex = Male,single_site,transition_only,5,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,142,99,0.6971830985915493,45,0.31690140845070425,23,0,74,74,23,340.63312799452416,0.6464646464646465,0.7906924646173202,0.8178375127040421,0.1619718309859155,0,0.5211267605633803,0.5211267605633803,0.1619718309859155,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.6464646464646465,0.7906924646173202,0.8178375127040421,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Male,SNU__sex__Male,SNU | Sex = Male,single_site,transition_only,6,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,142,91,0.6408450704225352,18,0.1267605633802817,24,0,100,100,24,337.11704312114983,0.3956043956043956,0.7134922773378762,0.752066550834518,0.16901408450704225,0,0.704225352112676,0.704225352112676,0.16901408450704225,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.3956043956043956,0.7134922773378762,0.752066550834518,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Male,SNU__sex__Male,SNU | Sex = Male,single_site,transition_only,7,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,142,82,0.5774647887323944,12,0.08450704225352113,24,0,106,106,24,317.06228610540705,0.35365853658536583,0.6504668277757257,0.7031781010095227,0.16901408450704225,0,0.7464788732394366,0.7464788732394366,0.16901408450704225,low_fraction,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,low_fraction,Displayed with caution: low remaining risk-set fraction.,0.9,FALSE,0.35365853658536583,0.6504668277757257,0.7031781010095227,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Male,SNU__sex__Male,SNU | Sex = Male,single_site,transition_only,8,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,142,72,0.5070422535211268,8,0.056338028169014086,26,0,111,111,26,288.60780287474324,0.3611111111111111,0.6033586702687851,0.6706118335995132,0.18309859154929578,0,0.7816901408450704,0.7816901408450704,0.18309859154929578,sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,sparse,Displayed with caution: sparse risk set.,0.8,FALSE,0.3611111111111111,0.6033586702687851,0.6706118335995132,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Male,SNU__sex__Male,SNU | Sex = Male,single_site,transition_only,9,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,142,57,0.4014084507042254,2,0.014084507042253521,26,0,114,114,26,224.92402464065714,0.2807017543859649,0.5382817324529434,0.623915099940893,0.18309859154929578,0,0.8028169014084507,0.8028169014084507,0.18309859154929578,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.2807017543859649,0.5382817324529434,0.623915099940893,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
SNU,sex,Male,SNU__sex__Male,SNU | Sex = Male,single_site,transition_only,10,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,142,41,0.2887323943661972,1,0.007042253521126761,26,0,115,115,26,161.75633127994527,0.3170731707317073,0.5099629276376836,0.620887798200364,0.18309859154929578,0,0.8098591549295775,0.8098591549295775,0.18309859154929578,very_sparse,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.3170731707317073,0.5099629276376836,0.620887798200364,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,transition_only,1,primary-supported,Primary supported horizon with comparatively direct follow-up support.,primary_supported,primary_supported,primary_supported,Primary supported,directly_observed_data_supported,primary_claim_allowed,262,238,0.9083969465648855,191,0.7290076335877863,22,3,46,49,22,205.52977412731005,0.8823529411764706,0.914027328375791,0.9187732587901692,0.08396946564885496,0.011450381679389313,0.17557251908396945,0.18702290076335878,0.08396946564885496,stable_enough,238,2,SNU,191,0.8025210084033614,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).,FALSE,Descriptive only: dominant-site share is not escalated to a warning before year 3.,stable,Displayed without masking.,1,FALSE,0.8823529411764706,0.914027328375791,0.9187732587901692,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,transition_only,2,primary-supported,Primary supported horizon with comparatively direct follow-up support.,primary_supported,primary_supported,primary_supported,Primary supported,directly_observed_data_supported,primary_claim_allowed,262,210,0.8015267175572519,135,0.5152671755725191,34,12,81,93,34,341.4360027378507,0.7761904761904762,0.885381316824513,0.8947589713503469,0.1297709923664122,0.04580152671755725,0.30916030534351147,0.3549618320610687,0.1297709923664122,stable_enough,210,2,SNU,175,0.8333333333333334,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).,FALSE,Descriptive only: dominant-site share is not escalated to a warning before year 3.,stable,Displayed without masking.,1,FALSE,0.7761904761904762,0.885381316824513,0.8947589713503469,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,transition_only,3,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,262,180,0.6870229007633588,117,0.44656488549618323,41,13,91,104,41,418.5318275154004,0.8111111111111111,0.8605379039169796,0.8743909549522141,0.15648854961832062,0.04961832061068702,0.3473282442748092,0.3969465648854962,0.15648854961832062,stable_enough,180,2,SNU,172,0.9555555555555556,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).,TRUE,"Merged site-dominance warning retained because one site dominates the eligible set at a late, non-primary-supported horizon.",stable,Displayed without masking.,1,FALSE,0.8111111111111111,0.8605379039169796,0.8743909549522141,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,transition_only,4,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,262,162,0.6183206106870229,103,0.3931297709923664,43,13,106,119,43,485.3114305270362,0.7962962962962963,0.836009828751456,0.8530897998157863,0.16412213740458015,0.04961832061068702,0.40458015267175573,0.4541984732824427,0.16412213740458015,stable_enough,162,1,SNU,162,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,stable,Displayed without masking.,1,FALSE,0.7962962962962963,0.836009828751456,0.8530897998157863,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,transition_only,5,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,262,146,0.5572519083969466,64,0.24427480916030533,46,13,139,152,46,502.9267624914442,0.636986301369863,0.7921489737195887,0.8192296512990724,0.17557251908396945,0.04961832061068702,0.5305343511450382,0.5801526717557252,0.17557251908396945,stable_enough,146,1,SNU,146,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,stable,Displayed without masking.,1,FALSE,0.636986301369863,0.7921489737195887,0.8192296512990724,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,transition_only,6,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,262,133,0.5076335877862596,30,0.11450381679389313,48,13,171,184,48,492.85147159479817,0.43609022556390975,0.7170258487631271,0.7562609466856735,0.183206106870229,0.04961832061068702,0.6526717557251909,0.7022900763358778,0.183206106870229,stable_enough,133,1,SNU,133,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,stable,Displayed without masking.,1,FALSE,0.43609022556390975,0.7170258487631271,0.7562609466856735,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,transition_only,7,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,262,119,0.4541984732824427,22,0.08396946564885496,48,13,179,192,48,459.5523613963037,0.40336134453781514,0.6552814884145821,0.7097804214088093,0.183206106870229,0.04961832061068702,0.683206106870229,0.732824427480916,0.183206106870229,low_fraction,119,1,SNU,119,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,low_fraction,Displayed with caution: low remaining risk-set fraction.,0.9,FALSE,0.40336134453781514,0.6552814884145821,0.7097804214088093,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
